day,hour,beta0,alpha,rho,o2,o2_pred,year,month,yday,par,wspeed,temp,do_eq,sch_conv,nhour,T_S,proc_err,gamma_1,gamma_2,k0,k1,k2,sig_obs,temp_ref,z,do,type,seed,D_M
19,10,378.359454258733,1.487563638768814,88.61885933626635,11335.756381976858,11367.09263927977,2012,6,181,371.2650688542281,5.2,13.625,9526.378540235937,0.38640095803397007,24,1,27.642379365088345,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10931.177544373508,fixed_all,4,19
19,11,378.359454258733,1.487563638768814,88.61885933626635,11553.518984441715,11600.003156675393,2012,6,181,407.2670370206354,3.1,13.635,9523.934637497814,0.38630644610564635,24,1,-201.70796294622414,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10773.768808815012,fixed_all,4,19
19,12,378.359454258733,1.487563638768814,88.61885933626635,11684.09932089699,11720.292480466895,2012,6,181,413.0469946821687,4.1,13.675,9514.168965612611,0.38592891512238003,24,1,8.727517312177952,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10845.715369124573,fixed_all,4,19
19,13,378.359454258733,1.487563638768814,88.61885933626635,11666.254065827834,11672.616649137508,2012,6,181,222.93553850719687,4.8,13.695,9509.292085565121,0.38574045921758593,24,1,-121.79831395539622,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10781.459299647982,fixed_all,4,19
19,14,378.359454258733,1.487563638768814,88.61885933626635,11734.388679281268,11732.684187157378,2012,6,181,448.4911401343445,7.4,13.72,9503.20156058136,0.3855051790612905,24,1,-4.224191281853564,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10799.157170906035,fixed_all,4,19
19,15,378.359454258733,1.487563638768814,88.61885933626635,11759.933394306388,11791.023232626136,2012,6,181,598.5577724704256,5,13.77,9491.039062321766,0.3850355825901137,24,1,38.3690139831906,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,10876.830815539273,fixed_all,4,19
19,16,378.359454258733,1.487563638768814,88.61885933626635,11742.308452833677,11778.45688172084,2012,6,181,718.1133331369086,4.8,13.83,9476.476635879424,0.38447375842461906,24,1,64.60329901870864,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11003.744025449287,fixed_all,4,19
19,17,378.359454258733,1.487563638768814,88.61885933626635,11472.808318726076,11495.316369935168,2012,6,181,374.6736052956158,5.7,13.89,9461.949633027953,0.3839137731178182,24,1,6.377012364946495,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11073.462136473612,fixed_all,4,19
19,18,378.359454258733,1.487563638768814,88.61885933626635,11440.595745527942,11460.885900990423,2012,6,181,344.2264675632759,5.7,13.905000000000001,9458.323403775918,0.3837740633054452,24,1,56.06587966191546,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11165.710436133906,fixed_all,4,19
19,19,378.359454258733,1.487563638768814,88.61885933626635,11418.461740160463,11461.931862522735,2012,6,181,557.1543723935187,4.6,13.955,9446.251887884562,0.38330918948483556,24,1,15.2241983864551,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11210.242033725652,fixed_all,4,19
