date_time,lux
2017-07-24T07:16:13Z,4650
2017-07-24T07:31:13Z,5166.7
2017-07-24T07:46:13Z,5166.7
2017-07-24T08:01:13Z,5511.1
2017-07-24T08:16:13Z,5166.7
2017-07-24T08:31:13Z,5511.1
2017-07-24T08:46:13Z,5511.1
2017-07-24T09:01:13Z,6200
2017-07-24T09:16:13Z,6544.5
2017-07-24T09:31:13Z,6544.5
2017-07-24T09:46:13Z,7233.4
2017-07-24T10:01:13Z,7233.4
2017-07-24T10:16:13Z,8266.7
2017-07-24T10:31:13Z,8266.7
2017-07-24T10:46:13Z,8611.2
2017-07-24T11:01:13Z,9644.5
2017-07-24T11:16:13Z,10677.8
2017-07-24T11:31:13Z,11711.2
2017-07-24T11:46:13Z,12400.1
2017-07-24T12:01:13Z,15844.5
2017-07-24T12:16:13Z,20666.8
2017-07-24T12:31:13Z,52355.9
2017-07-24T12:46:13Z,82667.2
2017-07-24T13:01:13Z,126756.4
2017-07-24T13:16:13Z,137778.7
2017-07-24T13:31:13Z,143289.8
2017-07-24T13:46:13Z,148801
2017-07-24T14:01:13Z,148801
2017-07-24T14:16:13Z,148801
2017-07-24T14:31:13Z,148801
2017-07-24T14:46:13Z,148801
2017-07-24T15:01:13Z,137778.7
2017-07-24T15:16:13Z,148801
2017-07-24T15:31:13Z,126756.4
2017-07-24T15:46:13Z,121245.2
2017-07-24T16:01:13Z,126756.4
2017-07-24T16:16:13Z,121245.2
2017-07-24T16:31:13Z,126756.4
2017-07-24T16:46:13Z,126756.4
2017-07-24T17:01:13Z,137778.7
2017-07-24T17:16:13Z,126756.4
2017-07-24T17:31:13Z,60622.6
2017-07-24T17:46:13Z,82667.2
2017-07-24T18:01:13Z,37200.2
2017-07-24T18:16:13Z,82667.2
2017-07-24T18:31:13Z,104711.8
2017-07-24T18:46:13Z,88178.4
2017-07-24T19:01:13Z,68889.3
2017-07-24T19:16:13Z,55111.5
2017-07-24T19:31:13Z,49600.3
2017-07-24T19:46:13Z,18600.1
