year,month,yday,hour,par,wspeed,temp,do_eq,sch_conv,do,T_S,D_M
2012,6,171,1,8.988660675640396,1.2,12.02,9931.90218944319,0.4022633689328532,11952.359707870466,1,9
2012,6,171,2,4.036195929095695,1.7,11.975000000000001,9943.66402804336,0.4027286581348614,11927.563492727711,1,9
2012,6,171,3,3.499610324343608,2,11.915,9959.38079191239,0.40335084883216393,11730.114658791937,1,9
2012,6,171,4,9.138285413099105,4,11.844999999999999,9977.76673856011,0.4040793546130034,11654.620140417837,1,9
2012,6,171,5,21.50480704222648,4.1,11.705,10014.700073097212,0.4055448662905174,11531.667908899963,1,9
2012,6,171,6,31.140066123561386,2.6,11.54,10058.506907160476,0.4072867371354611,11539.262134743874,1,9
2012,6,171,7,40.497059030056285,1.3,11.45,10082.529368656753,0.40824358769713237,11523.401066551685,1,9
2012,6,171,8,62.61803481216405,1.2,11.44,10085.204128047557,0.4083501996398659,11468.926242138867,1,9
2012,6,171,9,159.97031010782263,0.9,11.5,10069.172375111564,0.407711414335284,11298.544832165659,1,9
2012,6,171,10,230.50721929105822,1.4,11.620000000000001,10037.229474773318,0.40644020372258655,11310.628363520225,1,9
2012,6,171,11,296.58178824798034,2.5,11.67,10023.967192405878,0.4059130238599567,11371.102951530942,1,9
2012,6,171,12,159.82599206326464,0.9,11.695,10017.346438649924,0.40564998130854235,11417.836787569808,1,9
2012,6,171,13,269.52881648112526,2.9,11.715,10012.054812884482,0.4054398095067514,11345.902987311905,1,9
2012,6,171,14,294.9288884974232,2.1,11.745000000000001,10004.125658175428,0.40512498820853754,11401.970153825814,1,9
2012,6,171,15,335.15750633242345,3.4,11.805,9988.297110567317,0.40449691318202213,11563.377362945419,1,9
2012,6,171,16,340.45559911065027,2.2,11.8,9989.614642925271,0.4045491730746686,11702.27302812861,1,9
2012,6,171,17,237.896142435589,2.2,11.79,9992.250532380274,0.4046537362892654,11733.723420450053,1,9
2012,6,171,18,401.97614396466383,2.8,11.81,9986.979853021494,0.40444466775995497,11844.053708105837,1,9
2012,6,171,19,336.6917904191176,2.2,11.8,9989.614642925271,0.4045491730746686,11949.318213767312,1,9
2012,6,171,20,102.26914582509033,3.2,11.745000000000001,10004.125658175428,0.40512498820853754,11968.948645039443,1,9
2012,6,171,21,67.52969836848649,1.4,11.649999999999999,10029.26877861731,0.40612372048449996,11887.305583307856,1,9
2012,6,171,22,79.66109155976662,2.4,11.545,10057.174979391522,0.4072337187020831,11862.874098793614,1,9
2012,6,171,23,74.28490024769883,2.3,11.53,10061.171599384774,0.4073928181200032,11796.703996125527,1,9
2012,6,171,24,44.50392308971295,2.9,11.515,10065.170730595379,0.4075520499578076,11766.693966925155,1,9
2012,6,172,1,12.39079114654864,2.7,11.495000000000001,10070.506815490455,0.4077645652684166,11578.916718993016,1,10
2012,6,172,2,5.665530888970309,2,11.57,10050.519520890099,0.40696884694680785,11573.636893331886,1,10
2012,6,172,3,3.121414595210945,2.5,11.53,10061.171599384774,0.4073928181200032,11585.442347675464,1,10
2012,6,172,4,7.750185583722643,1.5,11.469999999999999,10077.183212418862,0.4080305411887199,11498.215207829251,1,10
2012,6,172,5,20.514582644717755,1.2,11.425,10089.21837047238,0.4085102285147124,11503.113404608916,1,10
2012,6,172,6,45.579761922965666,0.4,11.41,10093.235138770351,0.40867039064926786,11587.913078403797,1,10
2012,6,172,7,69.97614544116378,0.4,11.4,10095.91438860294,0.40877723949817596,11528.815165334943,1,10
2012,6,172,8,160.9390323633074,2,11.4,10095.91438860294,0.40877723949817596,11513.849255918445,1,10
2012,6,172,9,216.999870071694,1.7,11.395,10097.254435043154,0.40883068616375384,11567.184600973846,1,10
2012,6,172,10,329.45568893083504,1.6,11.44,10085.204128047557,0.4083501996398659,11602.211354776297,1,10
2012,6,172,11,490.33177909101687,2.5,11.485,10073.176535022352,0.40787091137228376,11714.683475796557,1,10
2012,6,172,12,618.624429344206,0.4,11.575,10049.189264718998,0.40691591664705784,11782.751165244455,1,10
2012,6,172,13,557.2589114052487,0.9,11.655000000000001,10027.942966490482,0.40607102442875875,11837.04394730377,1,10
2012,6,172,14,817.615470940705,2.5,11.77,9997.525612374897,0.40486303655868605,11735.351641360083,1,10
2012,6,172,15,916.452470554015,2.3,11.865,9972.508135911521,0.4038709219203516,11843.790265032403,1,10
2012,6,172,16,896.309754741797,3.8,11.96,9947.589538626084,0.4028840121705788,11913.8583633439,1,10
2012,6,172,17,892.6249631663376,5,12.215,9881.187714104457,0.400260443529184,11977.639979185467,1,10
2012,6,172,18,628.5584835361387,4.8,12.52,9802.68288055726,0.3971706127873026,12167.283391037692,1,10
2012,6,172,19,643.5167116339826,3.8,12.535,9798.847485999791,0.39701999159802337,12116.55915987093,1,10
2012,6,172,20,504.6249847471043,4.7,12.55,9795.014467336381,0.3968694949589687,11980.602373280975,1,10
2012,6,172,21,386.2726165851298,4.8,12.555,9793.737322087607,0.3968193570705742,11893.742398594173,1,10
2012,6,172,22,254.33010503012218,3.2,12.515,9803.961873724387,0.39722084754810294,11897.1163540226,1,10
2012,6,172,23,150.9759959426774,3.1,12.504999999999999,9806.520652964538,0.39732135864183743,11942.53240521911,1,10
2012,6,172,24,92.1070610580148,2.3,12.47,9815.48471344133,0.39767358442515854,11943.071424407448,1,10
2012,6,173,1,24.455384438987096,1,12.41,9830.881890271434,0.39827898482340013,11749.90890892564,1,11
2012,6,173,2,6.348593040202907,3.5,12.38,9838.59482431109,0.3985824376275003,11779.235862795993,1,11
2012,6,173,3,5.584590751803769,2.2,12.34,9848.893648753026,0.3989878239250421,11738.971216802107,1,11
2012,6,173,4,13.259746259238765,0.4,12.29,9861.791198380299,0.3994958175717274,11643.234178107552,1,11
2012,6,173,5,50.97212029905851,3.2,12.254999999999999,9870.835398804793,0.39985224876887837,11543.649610652195,1,11
2012,6,173,6,127.89671953006159,5.1,12.22,9879.892735123,0.40020936983248334,11623.234364304191,1,11
2012,6,173,7,235.4896284407959,4.6,12.19,9887.666640538659,0.4005160238004905,11655.726590814753,1,11
